ID,Name,Code,Country
4938,Transair Gabon],TGX,Gabon
4939,Trans Guyana Airways,TGY,Guyana
4940,Thai Airways International,THA,Thailand
4941,Tar Heel Aviation,THC,United States
4942,Toumai Air Tchad,THE,Chad
4943,Touraine Helicoptere,THF,France
4944,Thai Global Airline,THG,Thailand
4945,Thai Jet Intergroup,THJ,Thailand
4946,Turk Hava Kurumu Hava Taksi Isletmesi,THK,Turkey
4947,Thai AirAsia,AIQ,Thailand
4948,TACA De Honduras,THO,Honduras
4949,Tehran Airline,THR,Iran
4950,Thunder Airlines,THU,Canada
4951,Turkish Airlines,THY,Turkey
4952,Trans Helicoptere Service,THZ,France
4953,Trans International Airlines,TIA,United States
4954,Travel International Air Charters,TIC,Zambia
4955,Time Air,TIE,Czech Republic
4956,Tic Air,TIK,Australia
4957,Tajikistan International Airlines,TIL,Tajikistan
4958,TEAM Transportes Aereos,TIM,Brazil
4959,Taino Tours,TIN,Dominican Republic
4960,Tesis,TIS,Russia
4961,Transcarga Intl Airways,TIW,Venezuela
4962,Tajikair,TJK,Tajikistan
4963,Tien-Shan,TJN,Kazakhstan
4964,Tyrolean Jet Service,TJS,Austria
4965,Twin Jet,TJT,France
4966,Tikal Jets Airlines,TKC,Guatemala
4967,Take Air Line,TKE,France
4968,Tropical International Airways,TKX,Saint Kitts and Nevis
4969,Thai Sky Airlines,TKY,Thailand
4970,Translift Airways,TLA,Ireland
4971,Transport Africa,TLF,Sierra Leone
4972,Trans Atlantic Airlines,TLL,Sierra Leone
4973,Eagle Canyon Airlines,TLO,United States
4974,Tulip Air,TLP,Netherland
4975,Tunisavia,TAJ,Tunisia
4976,TLC Air,TLS,United States
4977,Turtle Airways,TLT,Fiji
4978,Travelair,TLV,Uruguay
4979,Telesis Transair,TLX,United States
4980,Top-Fly,TLY,Spain
4981,Trans Mediterranean Airlines,TMA,Lebanon
4982,Transmed Airlines,TMD,Egypt
4983,Tri-MG Intra Asia Airlines,TMG,Indonesia
4984,Taxis Turisticos Marakame,TMH,Mexico
4985,Tamir Airways,TMI,Israel
4986,Tomahawk Airways,TMK,United States
4987,TAM,TML,Madagascar
4988,TMC Airlines,TMM,United States
4989,TRAM,TMQ,Mauritania
4990,Timberline Air,TMR,Canada
4991,Temsco Helicopters,TMS,United States
4992,Trans Midwest Airlines,TMT,United States
4993,Tramon Air,TMX,South Africa
4994,Transportes Aereos del Mundo Maya,TMY,Mexico
4995,Tranporte Amazonair,TMZ,Venezuela
4996,Trans Air-Benin,TNB,Benin
4997,Taxis Aereos del Noroeste,TNE,Mexico
4998,Transafricaine,TNF,Burkina Faso
4999,Tennessee Air National Guard 164th Airlift Group,TNG,United States
5000,Transair International Linhas Aereas,TNI,United States
5001,Tengeriyn Ulaach Shine,TNL,Mongolia
5002,Tiara Air,TNM,Aruba
5003,Transped Aviation,TNP,Austria
5004,Tanana Air Services,TNR,United States
5005,Trans North Turbo Air,TNT,Canada
5006,Transnorthern,TNV,United States
5007,Trans Nation Airways,TNW,Ethiopia
5008,Trener Ltd,TNX,Hungary
5009,Twin Town Leasing Company,TNY,United States
5010,Tobruk Air,TOB,Libya
5011,TOJ Airlines,TOJ,Tajikistan
5012,Tol-Air Services,TOL,United States
5013,Thomsonfly,TOM,United Kingdom
5014,Top Air,TOP,Turkey
5015,Toronto Airways,TOR,Canada
5016,Tropic Air,TOS,Belize
5017,Totavia,TOT,Canada
5018,Tower Air,TOW,United States
5019,Toyota Canada,TOY,Canada
5020,TAMPA,TPA,Colombia
5021,Top Speed,TPD,Austria
5022,Taxis Aereos del Pacifico,TPF,Mexico
5023,Transportes Aereos Pegaso,TPG,Mexico
5024,TAR Interpilot,TPL,Mauritania
5025,Transpais Aereo,TPM,Mexico
5026,Transportacion Aerea del Norte,TPN,Mexico
5027,Transpac Express,TPP,Australia
5028,Taxis Aereos De Parral,TPR,Mexico
5029,TAPSA Transportes Aereos Petroleros,TPS,Argentina
5030,Transportes Aereo del Sureste,TPT,Mexico
5031,Trans American Airlines (Trans Am),TPU,Peru
5032,Thai Pacific Airlines Business,TPV,Thailand
5033,Transportes Aereos De Xalapa,TPX,Mexico
5034,Trans-Provincial Airlines,TPY,Canada
5035,Transportes La Paz,TPZ,Mexico
5036,Taquan Air Services,TQN,United States
5037,Transportacion Aerea De Queretaro,TQR,Mexico
5038,TransAsia Airways,TNA,Taiwan
5039,Transavia Holland,TRA,Netherlands
5040,Trans Air Charter,TRC,United States
5041,TACV,TCV,Portugal
5042,Trans Island Air,TRD,Barbados
5043,Taxi Air Fret,TRF,France
5044,TRAGSA (Medios Aereos),TRG,Spain
5045,Trans Euro Air,TRJ,United Kingdom
5046,Transport Aerien de Mauritanie,TRM,Mauritania
5047,Tropic Airlines-Air Molokai,TRO,United States
5048,Turdus Airways,TRQ,Netherland
5049,Tramson Limited,TRR,Sudan
5050,Trans Arabian Air Transport,TRT,Sudan
5051,Triangle Airline (Uganda),TRU,Uganda
5052,Transwestern Airlines of Utah,TRW,United States
5053,Tristar Airlines,TRY,United States
5054,TransMeridian Airlines,TRZ,United States
5055,Transair France,TSA,France
5056,TAF-Linhas Aereas,TSD,Brazil
5057,Transmile Air Services,TSE,Malaysia
5058,Trans-Air-Congo,TSG,Republic of the Congo
5059,Transport'air,TSI,France
5060,Trast Aero,TSJ,Kyrgyzstan
5061,Trast Aero,TSK,Kyrgyzstan
5062,Thai Aviation Services,TSL,Thailand
5063,Taftan Airlines,SBT,Iran
5064,Transwest Air,ABS,Canada
5065,Trans Sayegh Airport Services,TSM,Lebanon
5066,Trans-Air Services,TSN,Nigeria
5067,Transaero Airlines,TSO,Russia
5068,Transportes Aereos Inter,TSP,Guatemala
5069,Trans Service Airlift,TSR,Democratic Republic of Congo
5070,Tri-State Aero,TSS,United States
5071,TRAST,TST,Kazakhstan
5072,Tropair Airservices,TSV,United Kingdom
5073,Transwings,TSW,Switzerland
5074,Thai Star Airlines,TSX,Thailand
5075,Tristar Air,TSY,Egypt
5076,TTA - Sociedade de Transporte e Trabalho Aereo,TTA,Mozambique
5077,Transteco,TTC,Angola
5078,Tarhan Tower Airlines,TTH,Turkey
5079,Total Linhas Aereas,TTL,Brazil
5080,Triple O Aviation,TTP,Nigeria
5081,Transportaciones Y Servicios Aereos,TTR,Mexico
5082,Transporte Aereo Tecnico Ejecutivo,TTS,Mexico
5083,Turkmenistan Airlines,TUA,Turkmenistan
5084,Turismo Aereo de Chile,TUC,Chile
5085,Tuninter,TUI,Tunisia
5086,Tulpar Air,TUL,Russia
5087,Tyumenspecavia,TUM,Russia
5088,Taxi Aereo Turistico,TUO,Mexico
5089,Tulpar Air Service,TUX,Kazakhstan
5090,Tuna Aero,TUZ,Sweden
5091,Trans America Airlines,TVA,United States
5092,Trabajos Aereos Vascongados,TVH,Spain
5093,Tiramavia,TVI,Moldova
5094,Travel Service,TVL,Hungary
5095,Transavio,TVO,Italy
5096,Tavrey Airlines,TVR,Ukraine
5097,Travel Service,TVS,Czech Republic
5098,Trans World Airlines,TWA,United States
5099,Transwede Airways,TWE,Sweden
5100,Twinjet Aircraft Sales,TWJ,United Kingdom
5101,Tradewinds Aviation,TWL,Canada
5102,Transairways,TWM,Mozambique
5103,Twente Airlines,TWO,Netherlands
5104,Trans Air Welwitchia,TWW,Angola
5105,Texair Charter,TXA,United States
5106,Transaviaexport,TXC,Belarus
5107,Transilvania Express,TXE,Romania
5108,Taxi Aereo Cozatl,TXL,Mexico
5109,Taxi Aereo de Mexico,TXM,Mexico
5110,Texas National Airlines,TXN,United States
5111,Taxis Aereos de Sinaloa,TXO,Mexico
5112,Taxirey,TXR,Mexico
5113,Texas Airlines,TXS,United States
5114,Texas Air Charters,TXT,United States
5115,Tex Star Air Freight,TXZ,United States
5116,Tayflite,TYF,United Kingdom
5117,Trygg-Flyg,TYG,Sweden
5118,Tyrol Air Ambulance,TYW,Austria
5119,Transporte Aereo Ernesto Saenz,TZE,Mexico
5120,Tajikstan,TZK,Tajikistan
5121,Thyssen Krupp AG,BLI,Germany
5122,TUIfly Nordic,BLX,Sweden
5123,Transportes Aereos Bolivianos,BOL,Bolivia
5124,Tiphook PLC,BOX,United Kingdom
5125,Top Flight Air Service,CHE,United States
5126,Trans America,CLR,United States
5127,Triple Alpha,CLU,Germany
5128,Tashkent Aircraft Production Corporation,CTP,Uzbekistan
5129,Texas Airways,CWT,United States
5130,Transportes Aereos Don Carlos,DCL,Chile
5131,Telnic Limited,DOT,United Kingdom
5132,Triton Airlines,DRC,Canada
5133,TAAG Angola Airlines,DTA,Angola
5134,Tassili Airlines,DTH,Algeria
5135,Transporte Ejecutivo Aereo,EAR,Mexico
5136,Transportes Aereos Nacionales De Selva Tans,ELV,Peru
5137,TAG Farnborough Airport,FBO,United Kingdom
5138,Transaviaservice,FNV,Georgia
5139,TAG Aviation,FPG,Switzerland
5140,The 955 Preservation Group,GFN,United Kingdom
5141,Trans-Air-Link,GJB,United States
5142,Tradewind Aviation,GPD,United States
5143,Trail Lake Flying Service,HBA,United States
5144,TAF Helicopters,HET,Spain
5145,Tango Bravo,HTO,France
5146,Turkish Air Force,HVK,Turkey
5147,Thryluthjonustan,IHS,Iceland
5148,TA-Air Airline,IRF,Iran
5149,Tara Air Line,IRR,Iran
5150,Trading Air Cargo,JCH,Mauritania
5151,Trans-Kiev,KCA,Ukraine
5152,Tal Air Charters,JEL,Canada
5153,Transcontinental Airlines,KRA,Kazakhstan
5154,Transaviabaltika,KTB,Lithuania
5155,Transair-Gyraintiee,KTS,Russia
5156,TAM Mercosur,LAP,Paraguay
5157,The Lancair Company,LCC,United States
5158,The Army Aviation Heritage Foundation,LEG,United States
5159,Top Sky International,LKW,Indonesia
5160,Trans States Airlines,LOF,United States
5161,Trans Atlantis,LTA,Canada
5162,Transportacion Aerea Del Mar De Cortes,MCT,Mexico
5163,Transporte Aero MGM,MGM,Mexico
5164,Tigerfly,MOH,United Kingdom
5165,Transportes Aereos Amparo,MPO,Mexico
5166,Trans Air,MUI,United States
5167,Transportes Aereos Mexiquenses,MXQ,Mexico
5168,Travelsky Technology,,China
5169,Thalys,,Belgium
5171,TNT International Aviation,NTR,United Kingdom
5172,Open Skies Consultative Commission,OSY,United States
5173,Trans-Pacific Orient Airways,PCW,Philippines
5174,Tauranga Aer Club,PGS,New Zealand
5175,TSSKB-Progress,PSS,Russia
5176,Trans World Express,RBD,United States
5177,Trans Reco,REC,Mauritania
5178,Tas Aviation,RMS,United States
5179,Tarom,ROT,Romania
5180,Transportes Aereos I.R. Crusoe,ROU,Chile
5181,Transportes Aereos Sierra,RRT,Mexico
5182,Tbilisi Aviation University,RRY,Georgia
5183,Trans Am Compania,RTM,Ecuador
5184,Trans Sahara Air,SBJ,Nigeria
5185,Transportes Aereos Sierra Madre,SEI,Mexico
5186,Trans Asian Airlines,SRT,Kazakhstan
5187,Turan Air,URN,Azerbaijan
5188,TRIP Linhas A,TIB,Brazil
5189,Tusheti,USB,Georgia
5190,TAPC Aviatrans Aircompany,UTM,Uzbekistan
5191,Trans-Ulgii,UTN,Mongolia
5192,Transarabian Transportation Services,UTT,Uganda
5193,Transaven,VEN,Venezuela
5194,Tag Aviation UK,VIP,United Kingdom
5195,Tbilaviamsheni,VNZ,Georgia
5196,Taxi de Veracruz,VRC,Mexico
5197,Travel Express Aviation Services,XAR,Indonesia
5198,Taxi Aero Del Norte,XNR,Mexico
5199,Transports et Travaux A,,
5202,USAF Air Mobility Operations Control Center,DOD,United States
5203,U.S. Department of the Interior,DOI,United States
5204,United Kingdom Civil Aviation Authority,EXM,United Kingdom
5205,Union des Transports Africains de Guinee,GIH,Guinea
5206,US Army Parachute Team,GKA,United States
5207,USA3000 Airlines,GWY,United States
5208,United Arabian Airlines,UAB,Sudan
5209,United Airlines,UAL,United States
5210,United Air Charters,UAC,Zimbabwe
5211,United Carriers Systems,UCS,United States
5212,United Eagle Airlines,UEA,China
5213,United Feeder Service,,United States
5214,United Kingdom Civil Aviation Authority,CFU,United Kingdom
5215,United Kingdom Royal VIP Flights,KRF,United Kingdom
5216,United Kingdom Royal VIP Flight,KRH,United Kingdom
5217,United Kingdom Civil Aviation Authority,SDS,United Kingdom
5218,United Kingdom Royal VIP Flights,TQF,United Kingdom
5219,United States Coast Guard Auxiliary,CGX,United States
5220,United States Department Of Agriculture,AGR,United States
5221,University Air Squadron,UAD,United Kingdom
5222,University Air Squadron,UAJ,United Kingdom
5223,University Air Squadron,UAA,United Kingdom
5224,University Air Squadron,UAH,United Kingdom
5225,Universal Avia,HBU,Ukraine
5226,UK HEMS,HLE,United Kingdom
5227,USA Jet Airlines,JUS,United States
5228,Unijet,LEA,France
5229,US Marshals Service,MSH,United States
5230,University of North Dakota,NDU,United States
5231,Universal Airlines,PNA,United States
5232,Uganda Royal Airways,RAU,Uganda
5233,United Aviation Services,SAU,Spain
5234,Ural Airlines,SVR,Russia
5235,Ukraine Transavia,TRB,Ukraine
5236,United Arab Emirates Air Force,UAF,United Arab Emirates
5237,Union Africaine des Transports,UAI,Ivory Coast
5238,Uganda Air Cargo,UCC,Uganda
5239,US Airports Air Charter,UCH,United States
5240,Ucoaviacion,UCO,Spain
5241,Ues-Avia Aircompany,UES,Ukraine
5242,UFS,UFS,United States
5243,Uganda Airlines,UGA,Uganda
5244,Urgemer Canarias,UGC,Spain
5245,Ukrainian Helicopters,UHL,Ukraine
5246,Ulyanovsk Higher Civil Aviation School,UHS,Russia
5247,Universal Jet Rental de Mexico,UJR,Mexico
5248,Universal Jet Aviation,UJT,United States
5249,UK International Airlines,UKI,United Kingdom
5250,Ukraine Air Alliance,UKL,Ukraine
5251,UM Airlines,UKM,Ukraine
5252,Ukraine Air Enterprise,UKN,Ukraine
5253,United Kingdom Home Office,UKP,United Kingdom
5254,Ukrainian Cargo Airways,UKS,Ukraine
5255,Ultrair,ULT,United States
5256,Unitemp-M,UMS,Russia
5257,Uni-Fly,UNC,Denmark
5258,Union Flights,UNF,United States
5259,Universal Jet,UNJ,Spain
5260,Unsped Paket Servisi,UNS,Turkey
5261,Unifly Servizi Aerei,UNU,Italy
5262,Ukrainian Pilot School,UPL,Ukraine
5263,United Parcel Service,UPS,United States
5264,Uraiavia,URV,Russia
5265,US Airways,USA,United States
5266,US Check Airlines,USC,United States
5267,USAfrica Airways,USF,United States
5268,US Helicopter,USH,United States
5269,US Jet,USJ,United States
5270,US Express,USX,United States
5271,UTair Aviation,UTA,Russia
5272,UTAGE,UTG,Equatorial Guinea
5273,Utair South Africa,UTR,South Africa
5274,Ukrainian State Air Traffic Service Enterprise,UTS,Ukraine
5275,Urartu-Air,UTU,Armenia
5276,Universal Airways,UVA,United States
5277,Universal Airlines,UVG,Guyana
5278,Uvavemex,UVM,Mexico
5279,United States Air Force,AIO,United States
5280,United Aviation,UVN,Kuwait
5281,Uzbekistan Airways,UZB,Uzbekistan
5282,Ukraine International Airlines,AUI,Ukraine
5283,Universal Airlines,WEC,United States
5284,US Helicopter Corporation,,United States
5288,V Australia Airlines,VAU,Australia
5289,V Bird Airlines Netherlands,VBA,Netherlands
5290,V-avia Airline,WIW,Ukraine
5291,V-Berd-Avia,VBD,Armenia
5292,Vacationair,VAC,Canada
5293,Valair AG (Helicoptere),RDW,Switzerland
5294,Valan International Cargo Charter,VLA,South Africa
5295,Valan Limited,VLN,Moldova
5296,Valfell-Verkflug,EHR,Iceland
5297,Valuair,VLU,Singapore
5298,Van Air Europe,VAA,Czech Republic
5299,Vanguardia en Aviacion en Colima,VGC,Mexico
5300,Vanguard Airlines,VGD,United States
5301,Vasco Air,VFC,Vietnam
5302,Vega,VAG,Kazakhstan
5303,Vega Air Company,WGA,Ukraine
5304,Veles,WEL,VELES
5305,Verataxis,VTX,Mexico
5306,Veritair Ltd,BTP,United Kingdom
5307,Voyageur Airways,VAL,Canada
5308,Vernicos Aviation,GRV,Greece
5309,Vietnam Airlines,HVN,Vietnam
5310,Vozdushnaya Academy,KWA,Kazakhstan
5311,VIM Airlines,MOV,Russia
5312,VIM-Aviaservice,MVY,Russia
5313,VIA Rail Canada,,Canada
5314,Victoria Aviation,ENV,United Kingdom
5315,Viscount Air Service,VCT,United States
5317,Vision Airlines,SSI,Nigeria
5318,VIP Air Charter,FXF,United States
5319,VIP Avia,PAV,Kazakhstan
5320,VIP Avia,PRX,Latvia
5321,Visionair,VAT,Ireland
5322,Viasa,,Venezuela
5323,VICA - Viacao Charter Aereos,VCA,Brazil
5324,Volare Air Charter Company,VCM,United States
5325,Volaris,VOI,Mexico
5326,Volga-Dnepr Airlines,VDA,Russia
5327,Vega Airlines,VEA,Bulgaria
5328,Venescar Internacional,VEC,Venezuela
5329,Victor Echo,VEE,Spain
5330,Virgin Express Ireland,VEI,Ireland
5331,Virgin America,VRD,United States
5332,Vieques Air Link,VES,United States
5333,Virgin Express,VEX,Belgium
5334,VZ Flights,VFT,Mexico
5335,Virgin Nigeria Airways,VGN,Nigeria
5336,Vologda State Air Enterprise,VGV,Russia
5337,VH-Air Industrie,VHA,Angola
5338,VHM Schul-und-Charterflug,VHM,Germany
5339,Vibroair Flugservice,VIB,Germany
5340,VIP Servicios Aereos Ejecutivos,VIC,Mexico
5341,VIP Empresarial,VIE,Mexico
5342,VIF Luftahrt,VIF,Austria
5343,Vega Aviation,VIG,Sudan
5344,Vichi,VIH,Moldova
5345,Viking Airlines,VIK,Sweden
5346,Vinair - Helicoptereos,VIN,Portugal
5347,Virgin Atlantic Airways,VIR,United Kingdom
5348,Viajes Ejecutivos Mexicanos,VJM,Mexico
5349,Vistajet,VJT,Canada
5350,Viva Macau,VVM,Macao
5351,Volare Airlines,VLE,Italy
5352,Vueling Airlines,VLG,Spain
5353,Vladivostok Air,VLK,Russia
5354,Varig Log,VLO,Brazil
5355,Vertical-T Air Company,VLT,Russia
5356,Vero Monmouth Airlines,VMA,United States
5357,Vipport Joint Stock Company,VNK,Russia
5358,Viaggio Air,VOA,Bulgaria
5359,Voyager Airlines,VOG,Bangladesh
5360,Virgin Australia,VOZ,Australia
5361,Virgin Blue,VBI,Australia
5362,VIP Air,VPA,Slovakia
5363,Veteran Air,VPB,Ukraine
5364,VIP-Avia,VPV,Georgia
5365,Vertair,VRA,United Kingdom
5366,Volare Airlines,VRE,Ukraine
5367,Voar Lda,VRL,Angola
5368,VRG Linhas Aereas,VRN,Brazil
5369,Vickers Limited,VSB,United Kingdom
5370,Visig Operaciones Aereas,VSG,Spain
5371,Vision Airways Corporation,VSN,Canada
5372,Voronezh Aircraft Manufacturing Society,VSO,Russia
5373,VASP,VSP,Brazil
5374,Virign Islands Seaplane Shuttle,VSS,United States
5375,Vuelos Especializados Tollocan,VTC,Mexico
5376,Vuelos Corporativos de Tehuacan,VTH,Mexico
5377,Vostok Airlines,VTK,Russia
5378,Victor Tagle Larrain,VTL,Chile
5379,Vointeh,VTV,Bulgaria
5380,Vuelos Internos Privados VIP,VUR,Ecuador
5381,Vuela Bus,VUS,Mexico
5382,Vzlyet,VZL,Russia
5383,VLM Airlines,VLM,Belgium
5384,Viking Express,WCY,United States
5385,Victoria International Airways,WEV,Uganda
5386,Volga Aviaexpress,WLG,Russia
5387,WDL Aviation,WDL,Germany
5388,WRA Inc,WRR,United States
5389,WSI Corporation,XWS,United States
5390,Walmart Aviation,CGG,United States
5391,Walsten Air Services,WAS,Canada
5392,Walter I Linkoping,GOT,Sweden
5393,Wapiti Aviation,WPT,Canada
5394,Warbelow's Air Ventures,WAV,United States
5395,Warwickshire Aerocentre Ltd.,ATX,United Kingdom
5396,Wasaya Airways,WSG,Canada
5397,Wayraper,,Peru
5398,Weasua Air Transport Company,WTC,Liberia
5399,WebJet Linhas A,WEB,Brazil
5400,Welch Aviation,TDB,United States
5401,Welcome Air,WLC,Austria
5402,Wermlandsflyg AB,BLW,Sweden
5403,West Africa Airlines,WCB,Ghana
5404,West African Air Transport,WTF,Senegal
5405,West African Airlines,WSF,Benin
5406,West African Cargo Airlines,WAC,Mauritania
5407,West Air Luxembourg,WLX,Luxembourg
5408,West Air Sweden,SWN,Sweden
5409,West Caribbean Airways,WCW,Colombia
5410,West Caribbean Costa Rica,WCR,Costa Rica
5411,West Coast Air,,Canada
5412,West Coast Airlines,WCG,Ghana
5413,West Coast Airways,WCA,Sierra Leone
5414,West Freugh DTEO,TEE,United Kingdom
5415,West Wind Aviation,WEW,Canada
5416,WestJet,WJA,Canada
5417,Westair Aviation,WAA,Namibia
5418,Westair Cargo Airlines,WSC,Cote d'Ivoire
5419,Westair Industries,PCM,United States
5420,Westcoast Energy,BLK,Canada
5421,Western Air,WST,Bahamas
5422,Western Air Couriers,NPC,United States
5423,Western Air Express,WAE,United States
5424,Western Airlines,WAL,United States
5425,Western Arctic Air,WAL,Canada
5426,Western Aviators,WTV,United States
5427,Western Express Air Lines,WES,Canada
5428,Western Pacific Airlines,KMR,United States
5429,Western Pacific Airservice,WPA,Solomon Islands
5430,Westflight Aviation,WSL,United Kingdom
5431,Westgates Airlines,WSA,United States
5432,Westland Helicopters,WHE,United Kingdom
5433,Westpoint Air,WTP,Canada
5434,Westward Airways,WWD,United States
5435,White,WHT,Portugal
5436,White Eagle Aviation,WEA,Poland
5437,White River Air Services,WRA,Canada
5438,Whyalla Airlines,WWL,Australia
5439,Widerøe,WIF,Norway
5440,Wiggins Airways,WIG,United States
5441,Wiking Helikopter Service,WHS,Germany
5442,Wilbur's Flight Operations,WFO,United States
5443,Williams Air,WLS,United States
5444,Williams Grand Prix Engineering,WGP,United Kingdom
5445,Wimbi Dira Airways,WDA,Democratic Republic of Congo
5446,Winair,WNA,United States
5447,Wind Jet,JET,Italy
5448,Wind Spirit Air,WSI,United States
5449,Windrose Air,QGA,Germany
5450,Windward Islands Airways International,WIA,Netherland
5451,Wings Air,WON,Indonesia
5452,Wings Air Transport,WAT,Sudan
5453,Wings Airways,WAW,United States
5454,Wings Aviation,WOL,Guyana
5455,Wings Express,WEX,United States
5456,Wings of Alaska,WAK,United States
5457,Wings of Lebanon Aviation,WLB,Lebanon
5458,Winlink,WIN,Saint Lucia
5459,Wisconsin Air National Guard,WAG,United States
5460,Wisman Aviation,WSM,United States
5461,Wizz Air,WZZ,Hungary
5462,Wizz Air Hungary,WVL,Bulgaria
5463,Wondair on Demand Aviation,WNR,Spain
5464,Woodgate Executive Air Charter,CWY,United Kingdom
5465,World Airways,WOA,United States
5466,World Weatherwatch,XWW,Canada
5467,World Wing Aviation,WWM,Kyrgyzstan
5468,Worldspan,,United States
5469,Worldwide Air Charter Systems,CSW,Canada
5470,Worldwide Aviation Services,WWS,Pakistan
5471,Worldwide Jet Charter,WWI,United States
5472,Wright Air Lines,WRT,United States
5473,Wright Air Service,WRF,United States
5474,Wuhan Airlines,CWU,China
5475,Wycombe Air Centre,WYC,United Kingdom
5476,Wyoming Airlines,WYG,United States
5479,XL Airways France,SEU,France
5480,XP Internation,XPS,Netherlands
5481,Xabre Aerolineas,XAB,Mexico
5482,Xclusive Jet Charter Limited,XJC,United Kingdom
5483,Xerox Corporation,XER,United States
5484,Xiamen Airlines,CXA,China
5485,Xinjiang Airlines,CXJ,China
5486,Xjet Limited,XJT,United Kingdom
5487,Xtra Airways,CXP,United States
5490,Yak-Service,AKY,Russia
5491,Yakolev,YAK,Russia
5492,Yamal Airlines,LLM,Russia
5493,Yana Airlines,CYG,Cambodia
5494,Yangtze River Express,YZR,China
5495,Yellow Wings Air Services,ELW,Kenya
5496,Yemenia,IYE,Yemen
5497,Yerevan-Avia,ERV,Armenia
5498,Young Flying Service,YFS,United States
5499,Yuhi Air Lines,AYU,Japan
5500,Yuzhnaya Aircompany,UGN,Kazakhstan
5501,Yuzhmashavia,UMK,Ukraine
5504,Z-Avia,RZV,Armenia
5505,Zagros Airlines,IZG,Iran
5506,Zaire Aero Service,ZAI,Democratic Republic of Congo
5507,Zairean Airlines,ZAR,Democratic Republic of Congo
5508,Zambian Airways,MBN,Zambia
5509,Zambezi Airlines,ZMA,Zambia
5510,Zanair,TAN,Tanzania
5511,Zantop International Airlines,ZAN,United States
5512,ZAS Airlines of Egypt,ZAS,Egypt
5513,Zenith Air,AZR,South Africa
5514,Zenmour Airlines,EMR,Mauritania
5515,Zephyr Express,RZR,United States
5516,Zhejiang Airlines,CJG,China
5517,Zhetysu,JTU,Kazakhstan
5518,Zhez Air,KZH,Kazakhstan
5519,Zhongfei General Aviation,CFZ,China
5520,Zhongyuan Aviation,CYN,China
5521,Zip,WZP,Canada
5522,Zimex Aviation,IMX,Switzerland
5523,Zoom Airlines,OOM,Canada
5524,Zoom Airways,ZAW,Bangladesh
5525,Zorex,ORZ,Spain
5526,Zracno Pristaniste Mali Losinj,MLU,Croatia
5533,Tyrolean Airways,TYR,\N
5556,buzz,BUZ,\N
5559,Maldivian Air Taxi,\N,Maldives
5584,Sky Express,SXR,Russia
5640,Yellow Air Taxi,\N,United States
5651,Royal Air Cambodge,RAC,Cambodia
5813,Air Mandalay,\N,Burma
5833,TEA Switzerland,4SW,Switzerland
5905,TAN-SAHSA,\N,Honduras
5982,Air Busan,ABL,Republic of Korea
6002,TUI Airlines Belgium,TUB,Belgium
6182,Arctic Air,AKR,Norway
6183,Braathens,BRA,Norway
6196,Globus,GLP,Russia
6222,Air Kazakhstan,KZK,Kazakhstan
6557,Japan Air System,JAS,Japan
6578,Annsett New Zealand (NZA),\N,New Zealand
6855,EasyJet (DS),\N,Switzerland
6856,Rheintalflug,RTL,Austria
6860,Dan-Air London,DAN,United Kingdom
6862,Fred. Olsen,FOF,Norway
8359,Star Peru (2I),\N,Peru
8434,Robin Hood Aviation,RHA,Austria
8461,Carnival Air Lines,\N,United States
8463,United Airways,UBD,Bangladesh
8523,Inter European Airways,IEA,United Kingdom
8568,Trans Maldivian Airways,TMW,Maldives
8576,Fly540,FFV,Kenya
8745,Transavia France,TVF,France
8809,Island Air (WP),MKU,United States
9018,1-2-go,\N,Thailand
9082,Uni Air,UIA,Taiwan
9135,Gomelavia,\N,Belarus
9225,NordWind Airlines,NWS,Russia
9239,Red Wings,RWZ,Russia
9286,Hellenic Star Airways,HST,Greece
9287,BAE Systems Flight Training,BAZ,Australia
9335,TUIfly (X3),\N,Germany
9343,Felix Airways,FXX,Yemen
9344,Kostromskie avialinii,KOQ,Russia
9373,Greenfly,GFY,Spain
9531,Tajik Air,\N,Tajikistan
9541,Air Mozambique,\N,Mozambique
9577,ELK Airways,ELK,Estonia
9620,Gabon Airlines,GBK,Gabon
9626,MCA Airlines,MCA,Sweden
9656,Maldivo Airlines,MAV,Maldives
9666,Virgin Pacific,VNP,Fiji
9764,Zest Air,\N,Philippines
9784,Yangon Airways,\N,Burma
9793,Transport Aérien Transrégional,\N,France
9798,LÍO Flugmennt,LIO,Iceland
9808,Minerva Airlines,\N,Italy
9809,Eastar Jet,ESR,South Korea
9810,Jin Air,JNA,South Korea
9811,Wataniya Airways,KW1,Kuwait
9814,Aéris (Priv),\N,France
9818,Air Arabia Maroc,\N,Morocco
9825,Baltic Air lines,BA1,Latvia
9828,Ciel Canadien,YCC,Canada
9829,Canadian National Airways,YCP,Canada
9833,Epic Holiday,4AA,United States
9838,Indochina Airlines,AXC,Vietnam
9840,JetWind,JWW,United States
9851,Air Comet Chile,\N,Chile
9853,Nazca,\N,Peru
9859,German Air Force - FLB,FLB,Germany
10069,City-Air Germany,CIP,Germany
10094,Voronezhskie Airlanes,\N,Russia
10114,Line Blue,LBL,Germany
10117,FlyLAL Charters,LLC,Lithuania
10118,Blue Sky America,BKY,United States
10119,Texas Spirit,TXP,United States
10121,Illinois Airways,ILW,United States
10122,Salzburg arrows,\N,Austria
10123,Texas Wings,TXW,United States
10124,California Western,CWS,United States
10128,Dennis Sky,DSY,Israel
10224,Zz,\N,Belgium
